h3_index,building_count,total_area,distance_km
892aa845627ffff,199,260161.40195943,1.0410694662456241
892aa84562fffff,9,10618.32437181,1.3175274789173064
892aa845633ffff,29,97057.15321065,1.3925503128249217
892aa845637ffff,138,198388.14356639,1.167448810202256
892aa84563bffff,1,2424.81248147,1.6499782337697746
892aa84564bffff,79,208867.17647091,2.147716325026789
892aa84564fffff,33,57027.71094943,2.0609058158926343
892aa84565bffff,58,84615.95115757,2.361112029740916
892aa84566bffff,4,1843.52618357,1.730162726971572
892aa8456a7ffff,101,373285.36921989,1.0669963068547192
892aa8456abffff,139,240207.11828273,1.0625571350649616
892aa8456afffff,73,247551.93258319,1.187944980104319
892aa8458a7ffff,520,414458.12713615,1.032207204091952
892aa8458abffff,413,404070.14603385,1.0390317519072843
892aa8458afffff,358,385469.80467781,1.1067518206432903
892aa84593bffff,10,98282.46032217001,1.0238992003105631
892aa845967ffff,4,86628.14240297,1.116528783249748
892aa8459b7ffff,9,20210.77000098,1.0180603787866707
892aa845a07ffff,9,1696735.58121238,1.0609392221331622
892aa845a27ffff,18,580581.803836,1.0346383537947612
892aa845a2fffff,20,458378.09639037,1.3655843631533762
892aa845a33ffff,1,304633.643422,1.0540254815367291
892aa845a37ffff,33,675756.2253879,1.0541048199044611
892aa845a3bffff,14,14011.05075164,1.367347105974763
892aa845a6fffff,30,31438.92095264,1.2324518119527663
892aa845b5bffff,8,299318.5865525,1.120580971246411
892aa845c07ffff,25,79133.68145169,1.004257800940232
892aa845c2bffff,62,840547.21718208,1.0117994043572973
892aa845c33ffff,143,276655.16584536,1.1292326856029615
892aa845c67ffff,125,1277111.8079464,1.240629751825767
892aa845c6bffff,61,484514.97236980003,1.075740901873115
892aa845cabffff,72,205184.0474848,1.1444939499336946
892aa845cafffff,145,316210.81990307,1.1724701950743213
892aa845d07ffff,476,370705.15080573,1.2148412771266957
892aa845d13ffff,234,284193.93253751,1.055347494369973
892aa845d17ffff,44,334164.58516758,1.2737177030247564
892aa845d23ffff,11,16947.19865092,1.073039420723435
892aa845d27ffff,6,212462.95814886,1.102992153848772
892aa845d33ffff,30,24992.58611982,1.3900102372376537
892aa845d3bffff,232,206428.36387046,1.1473854602579756
892aa845d8bffff,67,156054.72555881,1.2597438284485876
892aa845d8fffff,5,57223.70562804,1.4124106654397717
892aa845dabffff,148,101924.90879841,1.5366293842573369
892aa845dbbffff,3,8969.87448217,1.6226963452830545
892aa845dd3ffff,39,22321.42227489,1.0738652434269225
892aa845dd7ffff,17,24539.13294675,1.1871474812014418
892aa845e73ffff,145,345354.98487858,1.0145997741327637
892aa845e83ffff,258,288404.14703131,1.0345191788517716
892aa845e87ffff,444,409206.41553628,1.0669454214661969
892aa845e8fffff,245,334573.33895187,1.0273657977429123
892aa845e93ffff,28,26706.00846589,1.1450245438222355
892aa84c593ffff,28,28820.77514696,2.892241574131696
892aa84c597ffff,104,124815.2320173,2.5529450168682475
892aa84c5b3ffff,11,17649.279926310002,2.103953807230207
892aa84c5b7ffff,21,27907.26542932,1.7723655443289235
892aa84e027ffff,48,42308.86161908,1.7383632593976406
892aa84e037ffff,3,3378.98942526,1.8447546906597325
892aa84e0a7ffff,29,268686.86781953,1.5680340465873657
892aa84e0b7ffff,3,50987.668258909995,1.604645408978996
892aa84e143ffff,192,184839.06122547,1.3900670081757094
892aa84e147ffff,215,193347.30382194,1.108330188920042
892aa84e14bffff,209,208702.44768005,1.714094077294435
892aa84e14fffff,196,210434.68801493,1.450639182819257
892aa84e153ffff,213,193087.33240202,1.4093966574055659
892aa84e157ffff,234,190926.68064322,1.0870347934415747
892aa84e15bffff,147,127793.17866038,1.6931966259181415
892aa84e163ffff,99,108028.06639028,1.0625294631735975
892aa84e16bffff,116,170742.24659778,1.4143437024303787
892aa84e16fffff,91,141768.09144694,1.3148545808152117
892aa84e17bffff,176,177476.89852136,1.2252804076847714
892aa84e1c3ffff,152,183091.59652562,1.32918733986394
892aa84e1cbffff,194,161581.91295679,1.5055621312885636
892aa84e1cfffff,208,183844.13442421,1.1666550139530427
892aa84e1d3ffff,155,329888.49106804,1.2716104993558395
892aa84e1d7ffff,180,262312.3821866,1.003006975047852
892aa84e1dbffff,101,177838.18739151,1.6027554241941513
892aa84e327ffff,26,261100.09173641,2.554823745815572
892aa84e32fffff,53,385952.49194135,2.7052770208325163
892aa84e337ffff,48,300491.13400964,2.3418760404005847
892aa84e387ffff,24,22852.3526483,2.049180075736944
892aa84e3a3ffff,109,251069.63668516,1.9388170662410176
892aa84e3a7ffff,86,151106.39576335,1.768312578649728
892aa84e3abffff,7,16275.32197232,2.2957817961995493
892aa84e3afffff,42,100531.38606574001,2.123358270269577
892aa84e3b3ffff,149,208104.28875654,1.7987474961074892
892aa84e3b7ffff,73,250235.5252405,1.5819534916851024
892aa84e3bbffff,23,53631.29290723,2.1498393050595603
892aa84e503ffff,158,172165.49138159,1.3984908116027046
892aa84e507ffff,206,232005.33101334,1.1409739556526404
892aa84e50bffff,125,198101.70862982,1.4216315806811328
892aa84e50fffff,165,219129.07270006,1.1123037710449628
892aa84e513ffff,165,180402.37261114,1.7031337228585337
892aa84e517ffff,145,223853.00042674,1.4648460741000513
892aa84e51bffff,154,194958.12425537,1.6853868802719454
892aa84e547ffff,85,137240.82431917,1.530212776868671
892aa84e557ffff,13,61095.03876594,1.742314166260023
892aa84e563ffff,200,219428.24177102,1.0300431717686565
892aa84e56bffff,193,206103.68610716,1.2775929625806473
892aa84e573ffff,124,300771.16103323,1.1949329662609292
892aa84e57bffff,164,184577.23151726,1.3688515724175858
892aa84e583ffff,181,180638.76381306,2.12431812600063
892aa84e587ffff,167,157566.07768917,1.94595489345733
892aa84e58bffff,179,197390.05489081,2.017897119985396
892aa84e58fffff,216,209699.1469158,1.7933397775223872
892aa84e593ffff,139,155834.5639309,2.4567822796260144
892aa84e597ffff,170,181201.55768854,2.282285320679981
892aa84e59bffff,165,163991.37017102,2.3387036577989027
892aa84e5a3ffff,193,187961.48347476,1.4821523065461668
892aa84e5a7ffff,43,87844.91946888,1.4259302403982763
892aa84e5abffff,211,205706.42452202,1.2734491498084635
892aa84e5afffff,180,161134.14543355998,1.1525349702276915
892aa84e5b3ffff,179,196791.73070401,1.8142629002522026
892aa84e5b7ffff,59,215263.53358995,1.739865512258645
892aa84e5bbffff,189,165741.60126356,1.6096679900757487
892aa84e5c7ffff,141,150944.04823945,1.9713872970879947
892aa84e5d7ffff,50,54360.00097585,2.2712504247692813
892aa84e80bffff,296,221192.63525491,1.0135076791876205
892aa84e80fffff,261,213678.32495212,1.081541710405271
892aa84e81bffff,7,15795.86866534,1.0824879044871587
892aa84e863ffff,19,32125.15855737,1.1899343712741979
892aa84e873ffff,107,219935.44970235,1.0528979916182835
892aa84e877ffff,170,180803.89770621,1.3239371882710906
892aa84e89bffff,404,410225.73896811,1.0474547405472732
892aa84e8c3ffff,26,106109.01182578,1.1208348218164201
892aa84e8c7ffff,106,165049.4950368,1.1363633681949212
892aa84e8d3ffff,88,271892.50730678,1.397722557454264
892aa84e8d7ffff,300,282047.57414816,1.2193877780814237
892aa84e907ffff,2,805.99936344,1.3007235039287306
892aa84e927ffff,8,17107.59903648,1.7636878496080453
892aa84e9c3ffff,86,153602.9198582,1.04374875388281
892aa84e9d7ffff,70,604908.95718954,1.0506909741208132
892aa84ec0bffff,36,296637.64402966003,1.150642003326489
892aa84ec0fffff,64,87228.26050208,1.1862974708131542
892aa84ec23ffff,20,41313.32762002,1.3713053448260388
892aa84ec27ffff,13,109371.38436182,1.2076718247351454
892aa84ec2bffff,5,5795.20840486,1.278564879704811
892aa84ec2fffff,12,46291.3938062,1.040644749376612
892aa84ec33ffff,82,171675.53014347,1.1817928130524822
892aa84ec37ffff,70,151321.5770211,1.4390419313682488
892aa84ec3bffff,67,160430.4783901,1.3119386373426243
892aa84ec43ffff,95,128558.52785844001,1.3598606860305036
892aa84ec47ffff,157,301764.67578398,1.47080345315259
892aa84ec4bffff,3,2474.8618313,1.3950297826250309
892aa84ec4fffff,21,270461.09441154,1.6513334219822444
892aa84ec53ffff,34,236095.3385973,1.0943552447363434
892aa84ec57ffff,130,420790.77090058,1.2129438409734563
892aa84ec5bffff,7,98089.78270209,1.0812873669368612
892aa84ec63ffff,110,289058.14699845,1.5988186012097731
892aa84ec67ffff,89,163255.09672678,1.2822167736852603
892aa84ec6bffff,60,191673.28600186,1.6961886540848448
892aa84ec6fffff,331,347044.15812437,1.3814959925132055
892aa84ec73ffff,72,187544.82537325998,1.4549122670681063
892aa84ec77ffff,128,203177.30919447,1.5168524908110426
892aa84ec7bffff,204,338474.45081544,1.755378360852664
892aa84ecafffff,214,299606.92213903,1.1520406021688185
892aa84eccfffff,174,214640.76373335,1.0026407248232052
892aa84ed1bffff,172,335623.71824935003,1.1866743225317418
892aa84ed53ffff,19,100048.57476301001,1.1256068243338266
892aa84ed57ffff,94,234553.51995302,1.14280926707627
892aa84edc3ffff,4,11422.947960649999,1.0108004355540148
892aa84edcbffff,48,144015.35888097,1.352711124600739
892aa84edcfffff,49,102538.19367931,1.2894393452703587
892aa84eddbffff,30,678632.43246885,1.1356146244479943
892aa84ee03ffff,21,56010.94439445,1.5195477426470452
892aa84ee07ffff,38,77206.01858708,1.2421923883365817
892aa84ee0bffff,83,148663.15713936,1.5670838682320511
892aa84ee0fffff,69,116019.72740408,1.2489758819926078
892aa84ee13ffff,51,115701.02231303,1.8122377597845112
892aa84ee17ffff,71,133735.46168898,1.554804726171902
892aa84ee1bffff,69,147778.44141827,1.8181422471502753
892aa84ee33ffff,58,152015.24800395,1.0038262928222161
892aa84ee43ffff,125,196901.59750522,2.0282728174468563
892aa84ee47ffff,135,203529.28548979,1.6904422341395908
892aa84ee4bffff,121,173690.38503207,2.2137524343639545
892aa84ee4fffff,167,212371.45956133,1.8747139283786027
892aa84ee53ffff,78,149919.86690862,2.222458075809238
892aa84ee57ffff,126,197324.75215732,1.8926710343870123
892aa84ee5bffff,90,175791.39083449,2.366613397642058
892aa84ee63ffff,114,148373.99594569,1.1975829408441465
892aa84ee73ffff,158,240074.65971753,1.353494805771895
892aa84ee77ffff,77,101471.63030323,1.0182959228585922
892aa84ee7bffff,97,116458.02670816,1.5359238001180524
892aa84ee83ffff,213,218320.77185684,1.3703087351412047
892aa84ee87ffff,126,361382.37911638,1.5159576154454817
892aa84ee8bffff,35,89342.92839084,1.6170145716518214
892aa84ee8fffff,159,196127.42506959,1.7044873070106838
892aa84ee93ffff,76,672236.28857955,1.0374408877984773
892aa84ee97ffff,391,435340.07836656,1.1814795854474276
892aa84eea3ffff,65,104206.35176151,1.5081708617335012
892aa84eea7ffff,18,81434.8156557,1.4137961695215404
892aa84eeabffff,56,102343.74509341,1.3346362900121695
892aa84eeafffff,39,60360.61816917,1.1728984605788542
892aa84eeb3ffff,28,147005.50073251,1.7172935329112973
892aa84eeb7ffff,7,92635.54281529,1.7386834649835503
892aa84eebbffff,97,151599.61730729,1.667612466943855
892aa84eec3ffff,62,132097.93651553,1.917497867637872
892aa84eec7ffff,40,109761.33672512,1.899174028138362
892aa84eecbffff,70,156656.58448897,2.24809301009086
892aa84eecfffff,56,137082.58800909,2.129063963343878
892aa84eed3ffff,111,159655.87820498,1.6509205177775899
892aa84eed7ffff,52,108845.74335947,1.5983789895517808
892aa84eedbffff,75,138609.21574364,1.9943385544068586
892aa87842bffff,8,18689.86621087,1.1071394106102947
892aa878483ffff,19,61181.68244667,1.057962160690889
892aa87848bffff,187,267361.79067273,1.16680798945624
892aa878493ffff,3,7084.49686541,1.0333883482401436
892aa87849bffff,6,12946.50234075,1.375376913606613
892aa87a003ffff,82,154407.15527963,1.360802302783015
892aa87a007ffff,55,120468.33671101999,1.5410255509110007
892aa87a00bffff,142,151127.54942201,1.004385472910547
892aa87a00fffff,79,152044.32188644,1.204511861095942
892aa87a013ffff,176,131676.71051516,1.2064171820623375
892aa87a017ffff,49,188154.06296464,1.2159888530874439
892aa87a01bffff,9,8483.2946854,1.2288878033062438
892aa87a023ffff,6,28973.20511875,1.7392263409773645
892aa87a02bffff,39,179118.01872374,1.4311056916996268
892aa87a02fffff,18,160239.92026967,1.746559527573423
892aa87a067ffff,124,167829.24316225,1.1515334780328619
892aa87a077ffff,38,202401.50408846998,1.129427325720076
892aa87a0a3ffff,34,91452.1005384,1.1591899090303313
892aa87a0abffff,42,57245.11966737,1.3159888207139043
892aa87a0afffff,64,48291.70705995,1.4882915111407067
892aa87a0c3ffff,25,92091.17500776,1.4131510119217419
892aa87a0c7ffff,72,305390.98904916,1.2892986480209925
892aa87a0cbffff,9,38561.00652712,1.2316809343375155
892aa87a0d3ffff,67,198131.61482064,1.10446396690285
892aa87a0d7ffff,23,143475.14028464,1.0921213377591348
892aa87a0dbffff,39,124832.53187588,1.1899965326224538
892aa87a203ffff,12,125493.83170853001,1.1411984744819088
892aa87a20bffff,219,320532.13962299,1.4977162683313905
892aa87a20fffff,41,462266.89170339,1.3334332662330008
892aa87a213ffff,21,578530.78344566,1.0258021943146627
892aa87a21bffff,16,17800.25810099,1.3667063757027034
892aa87a23bffff,31,160385.59032248,1.0469553541576677
892aa87a257ffff,51,48525.78892836,1.714157023152119
892aa87a267ffff,307,605463.99895544,1.2992214671308862
892aa87a26fffff,1221,3897480.41046746,1.6314260938594103
892aa87a273ffff,73,171739.54451407,1.624888924936982
892aa87a277ffff,7,104574.32933416001,1.299886226896232
892aa87a28bffff,8,24159.81337166,1.0138432686376926
892aa87a2c3ffff,6,6460.755741659999,1.6169082697460895
892aa87a2c7ffff,13,365065.76271957,1.3108319607306143
892aa87a2cfffff,3,6840.8571003,1.632030870525276
892aa87a383ffff,164,192849.01895529,1.3198803868795097
892aa87a38fffff,108,163862.24479641,1.1121114582192577
892aa87a393ffff,369,316984.6219106,1.4828626213390006
892aa87a397ffff,24,20913.6266687,1.6766688541625316
892aa87a39bffff,123,179815.09426258,1.1639167588412533
892aa87a403ffff,24,90992.08285222,1.0393405155724607
892aa87a4a3ffff,169,170278.9546425,1.2134932958080291
892aa87a4a7ffff,193,195618.89258434,1.214245780388314
892aa87a4abffff,86,2816838.40453741,1.0372547745397454
892aa87a4b3ffff,175,182549.87369857,1.0184330154800791
892aa87a4b7ffff,158,163735.72520136,1.357465495679814
892aa87a5c3ffff,8,8325.38818077,1.0517112508152575
892aa87a5d3ffff,92,92186.93801386999,1.2704450875724878
892aa87a603ffff,14,55866.71471617,1.3761716707189482
892aa87a607ffff,67,169909.96913822,1.2864130457708527
892aa87a60fffff,5,21774.14651252,1.6186733178602575
892aa87a613ffff,14,49859.72604307,1.1804020631038024
892aa87a617ffff,7,66649.37432542999,1.026574896063329
892aa87a61bffff,1,830.38121593,1.5371993091445972
892aa87a633ffff,62,168517.09771745,1.282960659034512
892aa87a637ffff,13,75755.63258726,1.3658608921607
892aa87a643ffff,19,217394.6626124,1.357593724302282
892aa87a64bffff,71,576757.4347999,1.214035329042468
892aa87a653ffff,10,115295.54732648,1.159976111928431
892aa87a65bffff,7,3900.08733139,1.0185204716791878
892aa87a6afffff,234,264498.45865581,1.0321100784435526
892aa87a6d7ffff,16,95212.14186751,1.2571540707613653
892aa87b5b7ffff,114,1198598.12849596,1.7727884013192685
